latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
33.16022,-107.85519,305.45,1.08,1.04,5/21/22,920,A,64,6.1NRT,280.2,11.07,N
33.15827,-107.84332,301.69,1.08,1.04,5/21/22,920,A,43,6.1NRT,280.59,8.61,N
29.60171,-102.2831,307.49,2.65,1.56,5/21/22,920,A,72,6.1NRT,291.84,32.25,N
29.596,-102.25644,301.64,2.66,1.57,5/21/22,920,A,38,6.1NRT,290.31,18.42,N
28.28566,-104.15382,310.24,2.12,1.42,5/21/22,920,A,79,6.1NRT,289.03,33.96,N
28.28452,-104.15926,307.65,2.12,1.42,5/21/22,920,A,72,6.1NRT,288.89,28.62,N
27.00567,-102.41737,346.29,3,1.65,5/21/22,920,A,100,6.1NRT,296.7,271.28,N
26.9988,-102.38546,321.43,3.02,1.65,5/21/22,920,A,100,6.1NRT,295.04,93.9,N
26.99717,-102.44851,319.14,2.99,1.64,5/21/22,920,A,98,6.1NRT,293.2,83.75,N
26.99034,-102.41695,334.98,3,1.65,5/21/22,920,A,100,6.1NRT,296.65,175.41,N
27.0046,-102.42264,339.87,3,1.65,5/21/22,920,A,100,6.1NRT,296.28,212.6,N
26.99793,-102.39062,320.38,3.02,1.65,5/21/22,920,A,100,6.1NRT,296.35,86.28,N
26.99569,-102.4527,310.26,2.99,1.64,5/21/22,920,A,80,6.1NRT,292.28,48.61,N
26.98925,-102.42195,331.89,3,1.65,5/21/22,920,A,100,6.1NRT,296.24,153.84,N
27.18879,-108.22637,300.36,1.23,1.1,5/21/22,920,A,26,6.1NRT,288.84,7.34,N
25.30732,-100.97192,301.32,4.17,1.89,5/21/22,920,A,40,6.1NRT,285.7,49.58,N
25.30401,-100.97912,300.01,4.17,1.89,5/21/22,920,A,4,6.1NRT,285.81,42.43,N
25.15353,-106.07629,307.42,1.83,1.32,5/21/22,922,A,71,6.1NRT,281.36,26.95,N
25.15043,-106.05981,305.22,1.83,1.33,5/21/22,922,A,63,6.1NRT,281.79,23.79,N
25.14184,-106.07871,301.87,1.83,1.32,5/21/22,922,A,19,6.1NRT,279.95,17.8,N
20.39711,-104.7875,302.55,2.86,1.61,5/21/22,922,A,50,6.1NRT,287.38,33.15,N
20.33611,-104.94785,307.07,2.79,1.6,5/21/22,922,A,70,6.1NRT,291.4,37.44,N
20.33313,-104.95307,303.72,2.79,1.6,5/21/22,922,A,57,6.1NRT,291.6,28.78,N
19.51906,-104.11121,308.45,3.35,1.73,5/21/22,922,A,51,6.1NRT,290.03,50.52,N
19.52218,-104.11607,304.82,3.35,1.73,5/21/22,922,A,62,6.1NRT,289.87,40.07,N
22.15112,72.24166,339.87,1.14,1.06,5/21/22,845,A,68,6.1NRT,316.33,16.39,D
22.14971,72.23077,337.71,1.13,1.06,5/21/22,845,A,38,6.1NRT,316.31,11.84,D
23.80594,74.17696,330.85,1.54,1.22,5/21/22,845,A,58,6.1NRT,311.1,16.23,D
24.67096,74.55978,331.4,1.68,1.27,5/21/22,845,A,61,6.1NRT,314.04,19.19,D
24.66984,74.55296,332.04,1.68,1.27,5/21/22,845,A,63,6.1NRT,313.65,22.77,D
27.65495,68.43645,349.65,1,1,5/21/22,848,A,91,6.1NRT,326.22,31.55,D
27.6535,68.42645,354.18,1,1,5/21/22,848,A,95,6.1NRT,328.26,41.29,D
27.60516,67.91019,343.57,1.01,1,5/21/22,848,A,85,6.1NRT,331.22,12.29,D
27.77311,68.61339,362.58,1,1,5/21/22,848,A,100,6.1NRT,325.75,63.47,D
27.94498,69.79163,353.7,1.04,1.02,5/21/22,848,A,95,6.1NRT,327.15,40.61,D
27.94359,69.78119,340.88,1.04,1.02,5/21/22,848,A,81,6.1NRT,326.81,13.52,D
27.70493,68.08102,342.69,1,1,5/21/22,848,A,84,6.1NRT,328.92,15.14,D
28.18573,69.46631,337.96,1.03,1.01,5/21/22,848,A,71,6.1NRT,321.93,14.37,D
28.18433,69.456,334.98,1.02,1.01,5/21/22,848,A,41,6.1NRT,322.46,10.84,D
31.37435,77.06306,327.3,3.08,1.67,5/21/22,848,A,59,6.1NRT,298.27,93.89,D
31.42984,72.47365,340.65,1.51,1.21,5/21/22,848,A,81,6.1NRT,311.76,43.38,D
31.76707,72.8724,332.28,1.62,1.25,5/21/22,848,A,56,6.1NRT,313.19,22.55,D
32.08267,74.4925,336.26,2.09,1.41,5/21/22,848,A,76,6.1NRT,310.59,36.02,D
32.8378,72.66131,341.8,1.62,1.25,5/21/22,848,A,82,6.1NRT,317.7,42.94,D
32.83603,72.64421,348.26,1.62,1.25,5/21/22,848,A,90,6.1NRT,318.13,65.36,D
32.84725,72.64281,338.62,1.62,1.25,5/21/22,848,A,77,6.1NRT,318.24,30.05,D
32.83802,72.6544,348.1,1.62,1.25,5/21/22,848,A,90,6.1NRT,317.82,66.82,D
32.84925,72.65302,334.94,1.62,1.25,5/21/22,848,A,60,6.1NRT,317.21,21.71,D
33.2693,71.32,336.22,1.37,1.16,5/21/22,848,A,73,6.1NRT,318.58,17.71,D
-21.48931,44.73553,319.61,3.8,1.82,5/21/22,1011,A,74,6.1NRT,302.82,60.55,D
-21.5,44.7329,321.95,3.8,1.82,5/21/22,1011,A,76,6.1NRT,302.58,78.78,D
-21.08171,46.7344,309.08,2.68,1.57,5/21/22,1011,A,44,6.1NRT,298.19,19.25,D
-20.84367,46.24612,317.9,2.88,1.62,5/21/22,1011,A,68,6.1NRT,302.74,35.17,D
-20.82903,46.24464,323.29,2.88,1.62,5/21/22,1011,A,78,6.1NRT,302.6,61.28,D
-20.82846,46.23971,321.23,2.88,1.62,5/21/22,1011,A,64,6.1NRT,302.87,47.9,D
-20.60199,45.95005,313.64,3.02,1.65,5/21/22,1011,A,65,6.1NRT,299.87,29.26,D
-19.89702,46.38737,311.22,2.74,1.58,5/21/22,1011,A,57,6.1NRT,300.18,16.53,D
-19.89428,46.38261,311.98,2.74,1.58,5/21/22,1011,A,60,6.1NRT,300.19,18.83,D
-19.44403,45.18711,313.13,3.32,1.72,5/21/22,1011,A,64,6.1NRT,302.38,27.84,D
-18.51865,46.8605,310.73,2.42,1.5,5/21/22,1011,A,59,6.1NRT,299.74,16.89,D
-18.52117,46.83706,316.79,2.43,1.5,5/21/22,1011,A,71,6.1NRT,299.22,35.73,D
-17.34422,47.39435,330.5,2.12,1.41,5/21/22,1013,A,84,6.1NRT,299.58,72.53,D
-17.34154,47.4072,316.37,2.11,1.41,5/21/22,1013,A,69,6.1NRT,297.34,27.64,D
-17.34396,47.38689,324.19,2.12,1.41,5/21/22,1013,A,79,6.1NRT,299.6,49.71,D
-17.27836,45.87834,315.98,2.75,1.59,5/21/22,1013,A,36,6.1NRT,300.58,26.89,D
-17.24981,45.87448,315.92,2.75,1.59,5/21/22,1013,A,36,6.1NRT,300.96,25.16,D
-16.96189,47.98976,308.96,1.89,1.34,5/21/22,1013,A,26,6.1NRT,290.98,13.31,D
-17.15213,46.21138,318.89,2.58,1.54,5/21/22,1013,A,69,6.1NRT,303.25,32.33,D
-17.17629,45.98972,313.48,2.69,1.57,5/21/22,1013,A,60,6.1NRT,300.15,19.24,D
-16.91165,47.84945,318.39,1.93,1.36,5/21/22,1013,A,70,6.1NRT,297.01,33.22,D
-16.98391,45.82543,316.01,2.75,1.59,5/21/22,1013,A,64,6.1NRT,300.62,26.06,D
-16.95633,45.94995,319.81,2.69,1.57,5/21/22,1013,A,71,6.1NRT,302.63,37.65,D
-16.96621,45.94413,317.05,2.69,1.57,5/21/22,1013,A,66,6.1NRT,302.68,25.25,D
-16.91844,45.56904,312.36,2.87,1.62,5/21/22,1013,A,43,6.1NRT,299.24,19.91,D
-16.56244,47.65309,314.98,1.97,1.37,5/21/22,1013,A,62,6.1NRT,300.12,15.64,D
-16.63138,46.80574,320.02,2.29,1.46,5/21/22,1013,A,71,6.1NRT,303.79,25.22,D
-16.43069,45.64515,319.62,2.79,1.6,5/21/22,1013,A,69,6.1NRT,301.94,39.72,D
-16.43347,45.6185,316.94,2.8,1.6,5/21/22,1013,A,64,6.1NRT,300.58,29.12,D
-16.42782,45.63758,327.55,2.79,1.6,5/21/22,1013,A,80,6.1NRT,301.84,78.99,D
-16.2649,46.47214,319.49,2.4,1.49,5/21/22,1013,A,63,6.1NRT,304.14,23.62,D
-16.27064,46.46809,320.85,2.4,1.49,5/21/22,1013,A,67,6.1NRT,304.4,25.7,D
-16.03261,48.23231,315.16,1.75,1.3,5/21/22,1013,A,61,6.1NRT,300.39,15.15,D
-16.08955,46.41634,323.18,2.41,1.5,5/21/22,1013,A,75,6.1NRT,302.71,48.31,D
-16.07608,46.41454,314.37,2.41,1.5,5/21/22,1013,A,26,6.1NRT,300.98,16.46,D
-16.08197,46.41027,327.82,2.41,1.5,5/21/22,1013,A,80,6.1NRT,301.81,64.54,D
-15.46216,46.58714,316.42,2.29,1.46,5/21/22,1013,A,0,6.1NRT,302.4,20.52,D
-15.33687,46.87934,320.96,2.16,1.43,5/21/22,1013,A,72,6.1NRT,302.61,29.94,D
-15.17254,47.07276,324.03,2.08,1.4,5/21/22,1013,A,51,6.1NRT,302.63,33.59,D
-15.17148,47.06557,334.94,2.08,1.4,5/21/22,1013,A,0,6.1NRT,302.75,74.35,D
-14.7057,48.34282,314.18,1.65,1.26,5/21/22,1013,A,57,6.1NRT,298.76,9.13,D
28.48995,49.70614,323.47,1.85,1.33,5/21/22,1024,A,76,6.1NRT,297.67,45.52,D
31.75322,48.47424,328.45,1.69,1.28,5/21/22,1026,A,62,6.1NRT,311.5,15.29,D
31.67676,47.43534,338.74,1.46,1.19,5/21/22,1026,A,81,6.1NRT,313.56,38.69,D
31.67054,47.42924,329.32,1.46,1.19,5/21/22,1026,A,56,6.1NRT,314.65,15.43,D
31.87275,48.63363,341.91,1.74,1.29,5/21/22,1026,A,75,6.1NRT,315.38,59.48,D
31.6839,44.54986,335.25,1.07,1.03,5/21/22,1026,A,75,6.1NRT,314.07,19.81,D
32.29081,48.16666,331.94,1.65,1.26,5/21/22,1026,A,70,6.1NRT,313.95,27.85,D
32.29199,48.17715,329.58,1.65,1.26,5/21/22,1026,A,55,6.1NRT,311.48,20.8,D
30.45094,31.85104,318.27,3.95,1.85,5/21/22,1026,A,51,6.1NRT,298.96,48.71,D
30.4566,31.84129,321.81,3.95,1.85,5/21/22,1026,A,58,6.1NRT,298.7,73.4,D
35.70414,36.27017,323.78,1.54,1.22,5/21/22,1026,A,28,6.1NRT,313.49,22.77,D
37.14714,38.72157,323.26,1.11,1.05,5/21/22,1028,A,56,6.1NRT,310.61,7.49,D
37.07885,37.43513,326.4,1.26,1.11,5/21/22,1028,A,22,6.1NRT,311.17,10.15,D
37.8003,38.57019,323.56,1.1,1.05,5/21/22,1028,A,66,6.1NRT,312.46,9.78,D
37.77633,38.21903,324.56,1.14,1.06,5/21/22,1028,A,62,6.1NRT,311.46,10.9,D
37.77417,38.20639,326.61,1.14,1.06,5/21/22,1028,A,74,6.1NRT,312.54,13.13,D
38.90203,40.59056,318.02,1,1,5/21/22,1028,A,56,6.1NRT,306.78,7.57,D
39.90895,41.18975,315.4,1.01,1.01,5/21/22,1028,A,43,6.1NRT,303.12,6.11,D
39.78973,37.08583,323.96,1.18,1.08,5/21/22,1028,A,69,6.1NRT,307.89,10.46,D
40.93682,38.16751,309.84,1.05,1.03,5/21/22,1028,A,42,6.1NRT,298.28,6.85,D
41.20418,36.99113,312.94,1.14,1.06,5/21/22,1028,A,65,6.1NRT,298.06,10.22,D
45.28444,39.91965,313.41,1.03,1.01,5/21/22,1030,A,68,6.1NRT,293.87,7.79,D
45.32772,38.12768,310.54,1,1,5/21/22,1030,A,57,6.1NRT,295.38,5.46,D
45.34512,35.95092,309.23,1.09,1.04,5/21/22,1030,A,56,6.1NRT,293.65,7.04,D
48.28316,37.47939,303.44,1,1,5/21/22,1032,A,56,6.1NRT,273.44,5.88,D
54.12482,38.11975,312.78,1.1,1.05,5/21/22,1032,A,35,6.1NRT,294.34,8.08,D
54.87995,37.34694,304.89,1.08,1.04,5/21/22,1032,A,18,6.1NRT,292.79,3.67,D
55.53098,37.62955,301.14,1.11,1.05,5/21/22,1034,A,27,6.1NRT,289.11,2.97,D
55.8348,35.47518,308.14,1.02,1.01,5/21/22,1034,A,61,6.1NRT,296.17,6.31,D
55.94518,35.89941,304.67,1.04,1.02,5/21/22,1034,A,31,6.1NRT,291.72,5.21,D
58.10345,31.15351,309.94,1.02,1.01,5/21/22,1034,A,69,6.1NRT,295.16,7.74,D
58.55677,33.70582,300.45,1.01,1.01,5/21/22,1034,A,31,6.1NRT,288.29,3.2,D
58.19951,30.81185,307.67,1.02,1.01,5/21/22,1034,A,55,6.1NRT,296.58,6.32,D
58.19679,30.7951,305.99,1.02,1.01,5/21/22,1034,A,45,6.1NRT,295.67,5.12,D
58.97805,28.92788,305.51,1.07,1.03,5/21/22,1034,A,54,6.1NRT,294.85,6.01,D
11.48259,41.40869,336.44,2.09,1.41,5/21/22,1021,A,68,6.1NRT,318.1,36.93,D
11.48416,41.40138,338.5,2.09,1.41,5/21/22,1021,A,79,6.1NRT,316.72,46.47,D
15.14224,37.36712,331.3,3.62,1.78,5/21/22,1021,A,20,6.1NRT,308.84,41.66,D
25.52927,53.14187,310.76,2.97,1.64,5/21/22,1024,A,43,6.1NRT,299.58,31.49,D
52.34123,70.53757,329.21,2.13,1.42,5/21/22,854,A,74,6.1NRT,298.47,66.07,D
36.75004,6.25472,328.26,1.06,1.03,5/21/22,1026,T,64,6.1NRT,314.61,14.35,D
36.74216,6.25846,328.55,1.07,1.03,5/21/22,1026,T,71,6.1NRT,313.98,17.63,D
51.86874,11.59624,314.41,1.04,1.02,5/21/22,1021,T,65,6.1NRT,287.89,12.15,D
51.7662,11.7663,307.89,1.04,1.02,5/21/22,1021,T,66,6.1NRT,288.54,8.41,D
48.27756,14.33569,320.67,1.45,1.19,5/21/22,1021,T,33,6.1NRT,297.92,21.97,D
48.2741,14.32849,319.16,1.45,1.19,5/21/22,1021,T,73,6.1NRT,298.63,21.62,D
48.27034,14.34729,315.76,1.45,1.19,5/21/22,1021,T,50,6.1NRT,297.53,17.07,D
48.13406,11.69834,310.76,1.15,1.07,5/21/22,1024,T,35,6.1NRT,295.22,5.21,D
48.39214,10.03303,325.67,1.04,1.02,5/21/22,1024,T,83,6.1NRT,303.05,18.99,D
47.17109,7.56358,313.06,1,1,5/21/22,1024,T,54,6.1NRT,297.23,6.07,D
45.97288,12.62365,322.81,1.37,1.16,5/21/22,1024,T,79,6.1NRT,300.64,16.09,D
45.97383,12.63668,320.91,1.37,1.16,5/21/22,1024,T,60,6.1NRT,301.12,13.24,D
45.86248,12.2786,321.53,1.33,1.14,5/21/22,1024,T,75,6.1NRT,300.84,15.72,D
45.85543,12.27018,325.74,1.33,1.14,5/21/22,1024,T,78,6.1NRT,301.76,21.58,D
45.76443,11.01283,312.84,1.19,1.08,5/21/22,1024,T,48,6.1NRT,297.2,9.73,D
45.40648,11.2651,323.11,1.23,1.1,5/21/22,1024,T,75,6.1NRT,301.87,13.8,D
45.41794,11.09185,319.1,1.21,1.09,5/21/22,1024,T,58,6.1NRT,301.98,8.05,D
45.40747,10.97002,320.62,1.2,1.09,5/21/22,1024,T,64,6.1NRT,302.61,9.16,D
44.49233,11.2467,319.43,1.27,1.12,5/21/22,1024,T,64,6.1NRT,305.42,11.7,D
44.86276,8.81118,321.64,1.05,1.02,5/21/22,1024,T,73,6.1NRT,304.84,9.25,D
44.24479,11.99644,320.48,1.39,1.17,5/21/22,1024,T,72,6.1NRT,302.14,16.57,D
44.99232,7.50892,323.51,1,1,5/21/22,1024,T,76,6.1NRT,305.62,11.38,D
43.90541,11.04228,318.02,1.28,1.12,5/21/22,1024,T,47,6.1NRT,302.91,8.85,D
14.46936,-4.46746,347.8,1.29,1.13,5/21/22,1032,T,91,6.1NRT,306.32,54.32,D
60.88811,26.83625,307.42,1.87,1.34,5/21/22,1019,T,63,6.1NRT,289.91,17.29,D
-19.52723,169.45003,308.72,1.09,1.04,5/21/22,1119,T,62,6.1NRT,288.42,9.98,N
36.86763,6.94232,332.52,2.75,1.59,5/21/22,1206,A,72,6.1NRT,306.34,96.6,D
40.0351,18.1781,354.32,1.11,1.05,5/21/22,1206,A,97,6.1NRT,315.87,62.22,D
40.03354,18.16527,328.57,1.11,1.05,5/21/22,1206,A,77,6.1NRT,314.19,9.43,D
40.18455,18.1349,327.68,1.11,1.05,5/21/22,1206,A,76,6.1NRT,311.82,10.71,D
41.5789,22.11778,322.65,1.8,1.32,5/21/22,1206,A,55,6.1NRT,310.48,14.9,D
41.07355,15.70741,324.7,1,1,5/21/22,1206,A,67,6.1NRT,311.77,11.33,D
41.71883,20.187,318.93,1.42,1.18,5/21/22,1206,A,68,6.1NRT,303.57,17.24,D
43.97493,17.14722,313.95,1.12,1.05,5/21/22,1208,A,27,6.1NRT,299.98,5.98,D
43.90204,10.98529,318.2,1.16,1.07,5/21/22,1208,A,71,6.1NRT,303.01,6.84,D
45.20454,11.90274,321.3,1.05,1.02,5/21/22,1208,A,66,6.1NRT,301.05,8.1,D
45.21374,11.74175,322.2,1.06,1.03,5/21/22,1208,A,70,6.1NRT,303.55,8.97,D
45.55042,13.73747,318.2,1,1,5/21/22,1208,A,46,6.1NRT,299.99,5.93,D
45.4114,11.92699,321.67,1.05,1.02,5/21/22,1208,A,66,6.1NRT,303.92,8.82,D
45.37174,11.28131,320.84,1.09,1.04,5/21/22,1208,A,68,6.1NRT,302.76,7.35,D
45.74287,12.60776,322.26,1.01,1.01,5/21/22,1208,A,71,6.1NRT,306.95,8.16,D
45.76057,12.42056,318.18,1.02,1.01,5/21/22,1208,A,52,6.1NRT,301.7,5.42,D
45.85812,12.2752,321.25,1.02,1.01,5/21/22,1208,A,60,6.1NRT,303.02,7,D
45.96733,12.61777,323.9,1.01,1.01,5/21/22,1208,A,75,6.1NRT,303.83,10.52,D
46.06972,12.02334,320.01,1.03,1.01,5/21/22,1208,A,53,6.1NRT,300.79,12.55,D
45.48168,7.72228,307.74,1.49,1.21,5/21/22,1208,A,38,6.1NRT,291.06,9.45,D
12.28465,21.35466,330.65,1.05,1.02,5/21/22,1200,A,55,6.1NRT,305.36,9.77,D
12.29374,21.35315,350.54,1.05,1.02,5/21/22,1200,A,94,6.1NRT,306.39,45.48,D
-18.90781,29.99188,311.33,1.01,1,5/21/22,1151,A,64,6.1NRT,297.59,6.27,D
-19.69318,23.22301,316.43,2.08,1.4,5/21/22,1151,A,35,6.1NRT,302.04,27,D
-19.67839,23.24122,337.29,2.07,1.4,5/21/22,1151,A,89,6.1NRT,297.21,98.02,D
-19.68054,23.22147,328.93,2.08,1.4,5/21/22,1151,A,82,6.1NRT,300.7,64.4,D
-19.67004,23.20012,321.88,2.09,1.41,5/21/22,1151,A,79,6.1NRT,299.32,43.82,D
-19.6016,23.22489,308.47,2.07,1.4,5/21/22,1151,A,45,6.1NRT,298.24,13.11,D
-19.58899,23.22335,312,2.07,1.4,5/21/22,1151,A,66,6.1NRT,298.16,20.35,D
-18.94496,22.70627,310.87,2.22,1.44,5/21/22,1151,A,38,6.1NRT,298.14,18.8,D
-18.45716,26.04541,329.16,1.28,1.12,5/21/22,1151,A,59,6.1NRT,295.43,27.64,D
-18.44707,26.04403,325.62,1.28,1.12,5/21/22,1151,A,52,6.1NRT,298.89,22.7,D
-18.40618,25.16715,315.42,1.45,1.19,5/21/22,1151,A,68,6.1NRT,300.93,14.16,D
-17.16079,33.11562,322.1,1.42,1.18,5/21/22,1151,A,73,6.1NRT,301.76,17.02,D
-17.29629,30.90978,315.03,1.08,1.04,5/21/22,1151,A,0,6.1NRT,298.38,9.34,D
-16.82275,33.16119,319.65,1.45,1.19,5/21/22,1151,A,69,6.1NRT,302.66,12.58,D
-17.23271,30.29994,312.22,1.04,1.02,5/21/22,1151,A,56,6.1NRT,298.27,6.1,D
-17.94417,25.1151,345.54,1.44,1.19,5/21/22,1151,A,93,6.1NRT,304.59,74.18,D
-17.93184,25.12712,326.47,1.44,1.19,5/21/22,1151,A,56,6.1NRT,303.74,29.2,D
-17.93351,25.11362,328.12,1.44,1.19,5/21/22,1151,A,60,6.1NRT,305.24,30.73,D
-17.17346,25.25636,311.67,1.38,1.16,5/21/22,1151,A,61,6.1NRT,299.97,8.66,D
-16.06498,32.29129,320.1,1.31,1.14,5/21/22,1151,A,27,6.1NRT,302.62,14.16,D
-16.00159,31.19142,320.24,1.15,1.07,5/21/22,1151,A,48,6.1NRT,305.14,5.72,D
-15.07154,35.86247,319.98,2.47,1.51,5/21/22,1151,A,75,6.1NRT,295.39,48.53,D
-14.99219,35.7417,318.58,2.43,1.5,5/21/22,1151,A,32,6.1NRT,299.31,30.73,D
-16.77758,23.46398,311.29,1.81,1.32,5/21/22,1151,A,62,6.1NRT,299.56,14.11,D
-16.77962,23.44704,312.26,1.82,1.32,5/21/22,1151,A,64,6.1NRT,300.31,16.16,D
-16.6789,23.10881,313.52,1.92,1.35,5/21/22,1151,A,58,6.1NRT,303.09,14.95,D
-15.8681,28.8778,322.64,1,1,5/21/22,1151,A,70,6.1NRT,302.6,11.98,D
-15.86944,28.86853,320.3,1,1,5/21/22,1151,A,61,6.1NRT,302.12,9.75,D
-16.17166,26.15567,315.62,1.19,1.08,5/21/22,1151,A,65,6.1NRT,303.19,8.46,D
-16.64851,21.18586,311.37,2.69,1.57,5/21/22,1151,A,61,6.1NRT,297.73,26.48,D
-15.91586,26.40455,322.82,1.15,1.07,5/21/22,1151,A,76,6.1NRT,305.48,14.72,D
-16.00126,25.28686,310.16,1.32,1.14,5/21/22,1151,A,27,6.1NRT,298.16,7.19,D
-15.97921,25.2963,332.95,1.32,1.14,5/21/22,1151,A,86,6.1NRT,299.48,41.99,D
-15.98078,25.28402,316.65,1.32,1.14,5/21/22,1151,A,68,6.1NRT,299.6,14.49,D
-15.95006,25.27976,316.31,1.32,1.14,5/21/22,1151,A,53,6.1NRT,302.53,13.53,D
-15.93828,25.29063,336.44,1.32,1.14,5/21/22,1151,A,88,6.1NRT,302.31,47.35,D
-15.93982,25.27834,340.54,1.32,1.14,5/21/22,1151,A,90,6.1NRT,303.82,57.1,D
-15.9407,25.28446,338.99,1.32,1.14,5/21/22,1151,A,89,6.1NRT,303.45,53.01,D
-15.93047,25.28305,327.88,1.32,1.14,5/21/22,1151,A,82,6.1NRT,302.48,29.8,D
-15.88632,25.13827,322.58,1.35,1.15,5/21/22,1151,A,76,6.1NRT,300.06,24.24,D
-15.18035,29.86424,318.9,1.04,1.02,5/21/22,1151,A,70,6.1NRT,303.67,8.84,D
-16.0153,23.43719,317.36,1.78,1.31,5/21/22,1151,A,71,6.1NRT,301.37,20.67,D
-15.71041,25.16518,310.3,1.34,1.15,5/21/22,1151,A,50,6.1NRT,299.79,7.61,D
-15.55368,25.75299,311.59,1.23,1.1,5/21/22,1151,A,54,6.1NRT,299.17,8.47,D
-15.89029,22.84671,314.89,1.96,1.37,5/21/22,1151,A,67,6.1NRT,300.66,20.06,D
-15.88671,22.83926,311.4,1.96,1.37,5/21/22,1151,A,56,6.1NRT,300.75,11.74,D
-15.59269,24.98385,324.21,1.37,1.16,5/21/22,1151,A,78,6.1NRT,301.14,26.24,D
-15.59433,24.97121,313.44,1.37,1.16,5/21/22,1151,A,62,6.1NRT,300.59,10.27,D
-14.79475,30.33431,317.91,1.09,1.04,5/21/22,1151,A,53,6.1NRT,305.46,6.81,D
-14.72124,30.74895,313.65,1.13,1.06,5/21/22,1151,A,49,6.1NRT,300.61,4.88,D
-15.14194,27.44588,326.2,1.04,1.02,5/21/22,1151,A,79,6.1NRT,302.45,17.63,D
-15.36365,25.41267,320.31,1.28,1.12,5/21/22,1151,A,50,6.1NRT,302.12,16.19,D
-15.38255,25.26972,315.87,1.3,1.13,5/21/22,1151,A,67,6.1NRT,301,13.34,D
-15.35358,25.41128,319.6,1.28,1.12,5/21/22,1151,A,56,6.1NRT,301.39,15.41,D
-15.2916,25.65082,326.6,1.24,1.1,5/21/22,1151,A,34,6.1NRT,300.3,22.63,D
-15.29309,25.6394,334.98,1.24,1.11,5/21/22,1151,A,76,6.1NRT,299.85,35.91,D
-15.29459,25.62794,345.91,1.24,1.11,5/21/22,1151,A,93,6.1NRT,301.92,61.68,D
-15.2961,25.61644,326.36,1.24,1.11,5/21/22,1151,A,36,6.1NRT,301.85,22.31,D
-15.26188,25.6466,322.1,1.24,1.1,5/21/22,1151,A,32,6.1NRT,300.64,17.47,D
-15.2087,24.95833,311.94,1.36,1.15,5/21/22,1151,A,55,6.1NRT,301.49,8.18,D
-14.96385,26.73249,332.52,1.09,1.04,5/21/22,1151,A,85,6.1NRT,299.81,29.02,D
-15.09581,25.28555,323.53,1.29,1.13,5/21/22,1151,A,77,6.1NRT,300.05,22.76,D
-15.09737,25.27369,311.08,1.29,1.13,5/21/22,1151,A,40,6.1NRT,299.59,6.38,D
-15.16717,24.73993,317.55,1.4,1.17,5/21/22,1151,A,69,6.1NRT,302.56,15.71,D
-14.6199,26.76993,327.01,1.08,1.04,5/21/22,1151,A,76,6.1NRT,296.38,21.58,D
-14.61062,26.76855,327.48,1.08,1.04,5/21/22,1151,A,77,6.1NRT,296.53,22.35,D
-14.47942,27.31364,317.49,1.03,1.02,5/21/22,1151,A,70,6.1NRT,300.1,9.11,D
-14.5509,26.7901,326.04,1.07,1.03,5/21/22,1151,A,46,6.1NRT,298.07,18.08,D
-13.80065,31.3325,323.09,1.24,1.11,5/21/22,1151,A,76,6.1NRT,303.21,15.52,D
-15.09416,21.29198,310.9,2.51,1.52,5/21/22,1151,A,61,6.1NRT,299.13,24.35,D
-14.26692,27.26419,321.41,1.03,1.02,5/21/22,1151,A,66,6.1NRT,298.54,14.03,D
-14.26825,27.25468,325.89,1.04,1.02,5/21/22,1151,A,78,6.1NRT,303.29,18.61,D
-14.22746,27.4801,332.9,1.02,1.01,5/21/22,1151,A,81,6.1NRT,302.76,26.03,D
-14.22878,27.4707,329.52,1.02,1.01,5/21/22,1151,A,75,6.1NRT,306.56,21.22,D
-14.17131,27.48444,316.19,1.02,1.01,5/21/22,1151,A,41,6.1NRT,301.15,7.82,D
-14.11211,27.31213,323.63,1.03,1.01,5/21/22,1151,A,60,6.1NRT,302.58,12.92,D
-14.11342,27.30267,320.75,1.03,1.01,5/21/22,1151,A,44,6.1NRT,301.47,10.37,D
-14.33963,25.38135,326.5,1.25,1.11,5/21/22,1151,A,70,6.1NRT,304.55,23.73,D
-14.34115,25.36993,319.77,1.25,1.11,5/21/22,1151,A,60,6.1NRT,303.65,14.01,D
-14.25985,25.21033,343.96,1.27,1.12,5/21/22,1151,A,92,6.1NRT,307.04,59.57,D
-14.22703,25.38241,319.44,1.24,1.11,5/21/22,1151,A,64,6.1NRT,301.77,13.65,D
-14.2498,25.20892,348.87,1.27,1.12,5/21/22,1151,A,95,6.1NRT,304.89,73.89,D
-14.24434,25.17229,330.75,1.28,1.12,5/21/22,1151,A,84,6.1NRT,307.23,30.37,D
-14.1913,25.03846,322.6,1.3,1.13,5/21/22,1151,A,77,6.1NRT,304.23,17.86,D
-14.19287,25.02648,323.14,1.3,1.13,5/21/22,1151,A,78,6.1NRT,302.64,18.66,D
-13.82635,27.58629,315.06,1.01,1.01,5/21/22,1151,A,69,6.1NRT,300.61,7.84,D
-13.9225,26.1453,314.66,1.13,1.06,5/21/22,1151,A,68,6.1NRT,300.16,9.8,D
-13.62428,27.78004,331.45,1.01,1,5/21/22,1151,A,85,6.1NRT,307.54,22.1,D
-13.7253,27.06005,348.74,1.04,1.02,5/21/22,1151,A,95,6.1NRT,297.76,59.73,D
