latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.37948,155.40761,314.38,1.1,1.05,5/20/22,1,T,22,6.1NRT,300.16,7.74,D
-9.6926,149.99208,310.39,1.22,1.1,5/20/22,1,T,61,6.1NRT,297.69,6.03,D
-10.10015,150.0502,313.78,1.19,1.09,5/20/22,1,T,67,6.1NRT,297.31,7.97,D
-15.452,141.58847,309.38,3.9,1.84,5/20/22,3,T,60,6.1NRT,294.22,26.86,D
-34.0828,140.84576,303.11,1.71,1.28,5/20/22,9,T,55,6.1NRT,281.63,16.76,D
-11.66671,-44.82532,304.86,4,1.86,5/20/22,48,T,62,6.1NRT,286.78,54.13,N
-11.67053,-44.86178,301.07,4.03,1.86,5/20/22,48,T,24,6.1NRT,286.42,37.5,N
-11.66195,-44.83139,307.51,4,1.86,5/20/22,48,T,72,6.1NRT,286.91,71.16,N
-8.97994,-40.60046,313.91,1.71,1.28,5/20/22,48,T,88,6.1NRT,281.87,27.88,N
-8.98195,-40.61583,315.73,1.71,1.28,5/20/22,48,T,92,6.1NRT,282.22,31.71,N
-3.57868,-38.86259,312.14,1.12,1.06,5/20/22,50,T,84,6.1NRT,289.56,10.66,N
-35.57722,147.93486,303.18,1.03,1.02,5/20/22,9,T,55,6.1NRT,283.28,7.55,D
-37.1683,141.21716,307.76,1.41,1.18,5/20/22,9,T,66,6.1NRT,284.97,17,D
-37.53371,140.49973,316.61,1.51,1.21,5/20/22,9,T,77,6.1NRT,283.25,30.75,D
-37.53703,140.51672,327.75,1.51,1.21,5/20/22,9,T,85,6.1NRT,283.19,51.74,D
-41.453,147.55118,303.03,1.12,1.05,5/20/22,11,T,55,6.1NRT,276.06,10.98,D
-41.45465,147.56477,326.86,1.12,1.05,5/20/22,11,T,85,6.1NRT,276.61,34.55,D
-42.70618,147.76576,309.51,1.17,1.08,5/20/22,11,T,64,6.1NRT,276.47,15.23,D
-42.70662,147.75903,326.39,1.17,1.08,5/20/22,11,T,84,6.1NRT,277.46,34.93,D
-42.7164,147.75726,300.17,1.17,1.08,5/20/22,11,T,30,6.1NRT,276.58,8.74,D
56.04973,36.71133,307.2,1.11,1.05,5/20/22,16,A,71,6.1NRT,273.67,14.91,N
54.56526,33.20525,313.64,1.01,1,5/20/22,16,A,88,6.1NRT,276.08,17.16,N
54.56287,33.22039,300.28,1.01,1,5/20/22,16,A,24,6.1NRT,276.26,8.39,N
30.76318,27.10242,300.58,1.22,1.1,5/20/22,22,A,30,6.1NRT,288.07,7.07,N
28.90205,20.95696,310.95,1.12,1.06,5/20/22,22,A,81,6.1NRT,290.34,13.06,N
27.98868,22.32427,308.97,1.01,1.01,5/20/22,24,A,76,6.1NRT,291.84,10.17,N
27.65203,22.48503,309.85,1.01,1,5/20/22,24,A,57,6.1NRT,291.88,9.67,N
27.64019,22.50358,309.46,1.01,1,5/20/22,24,A,55,6.1NRT,291.56,9.23,N
27.58138,22.40376,304.46,1.01,1,5/20/22,24,A,60,6.1NRT,291.66,7.13,N
10.55053,20.56126,309.08,1.06,1.03,5/20/22,26,A,76,6.1NRT,294.43,6.72,N
10.54134,20.55985,305.53,1.06,1.03,5/20/22,26,A,64,6.1NRT,294.35,4.13,N
-4.92508,11.38328,310.39,1.54,1.22,5/20/22,33,A,71,6.1NRT,292.72,15.35,N
-4.91629,11.37876,305.72,1.54,1.22,5/20/22,33,A,36,6.1NRT,292.58,9.43,N
-4.91847,11.39248,305.35,1.54,1.22,5/20/22,33,A,28,6.1NRT,292.61,9.53,N
-6.62738,19.48206,319.13,1.48,1.2,5/20/22,33,A,98,6.1NRT,285.43,32.38,N
-7.42627,16.62396,302.96,1.06,1.03,5/20/22,33,A,52,6.1NRT,287.79,6.31,N
-7.42764,16.6334,304.1,1.06,1.03,5/20/22,33,A,58,6.1NRT,288.12,6.85,N
-7.84619,12.10754,305.78,1.25,1.11,5/20/22,35,A,37,6.1NRT,295.22,6.8,N
-7.84792,12.11875,310.3,1.25,1.11,5/20/22,35,A,70,6.1NRT,295.03,10.85,N
0.80355,-176.61778,314.61,1.02,1.01,5/20/22,120,A,58,6.1NRT,301.94,8.65,D
-12.43062,134.34779,328.63,2.35,1.48,5/20/22,141,T,81,6.1NRT,299.19,63.92,D
-12.43325,134.36913,320.19,2.36,1.48,5/20/22,141,T,61,6.1NRT,298.61,32.35,D
-12.44393,134.34612,345.18,2.35,1.48,5/20/22,141,T,93,6.1NRT,299.22,150.18,D
-12.44659,134.36751,324.89,2.36,1.48,5/20/22,141,T,37,6.1NRT,298.58,45.9,D
-12.44206,134.36133,331.6,2.36,1.48,5/20/22,141,T,55,6.1NRT,298.81,73.7,D
-12.45289,134.33833,323.53,2.35,1.48,5/20/22,141,T,76,6.1NRT,298.16,47.4,D
-12.4554,134.35971,324.67,2.36,1.48,5/20/22,141,T,77,6.1NRT,298.46,51.75,D
-12.44203,133.60492,315.93,2.06,1.4,5/20/22,141,T,64,6.1NRT,300.67,19.1,D
-12.44319,133.59908,317.27,2.06,1.4,5/20/22,141,T,67,6.1NRT,300.68,22.83,D
-12.59069,132.71983,315.99,1.77,1.3,5/20/22,141,T,38,6.1NRT,299.57,11.94,D
-12.59278,132.7361,325.36,1.78,1.31,5/20/22,141,T,78,6.1NRT,301.7,32.3,D
-12.59954,132.72876,322.95,1.78,1.31,5/20/22,141,T,64,6.1NRT,302.09,24.71,D
-12.55187,132.06543,315.61,1.58,1.24,5/20/22,141,T,60,6.1NRT,300.13,13.57,D
-12.47625,130.99641,319.43,1.34,1.15,5/20/22,141,T,54,6.1NRT,301.59,12.74,D
-12.48318,130.98949,317.23,1.34,1.15,5/20/22,141,T,44,6.1NRT,301.12,8.69,D
-12.48478,131.00177,317.32,1.34,1.15,5/20/22,141,T,41,6.1NRT,300.53,9.1,D
-12.62814,132.03479,322.13,1.58,1.24,5/20/22,141,T,73,6.1NRT,300.69,21.25,D
-12.66158,132.11925,314.9,1.6,1.25,5/20/22,141,T,57,6.1NRT,300.02,11.21,D
-12.65968,132.01602,320.97,1.58,1.24,5/20/22,141,T,65,6.1NRT,301.13,19.01,D
-12.95387,134.05238,315.84,2.27,1.46,5/20/22,141,T,61,6.1NRT,299.1,18.67,D
-12.69858,132.04875,314.2,1.59,1.24,5/20/22,141,T,41,6.1NRT,300.09,9.07,D
-12.95095,134.04628,315.92,2.27,1.46,5/20/22,141,T,61,6.1NRT,298.84,18.79,D
-12.94805,133.79802,316.51,2.17,1.43,5/20/22,141,T,62,6.1NRT,301.28,18.08,D
-12.81553,132.16222,317.63,1.62,1.25,5/20/22,141,T,64,6.1NRT,299.81,16.31,D
-12.89987,132.10597,315.43,1.61,1.25,5/20/22,141,T,58,6.1NRT,299.85,11.57,D
-12.9009,132.11453,315.66,1.62,1.25,5/20/22,141,T,58,6.1NRT,300.12,12.09,D
-12.92715,132.14131,315.07,1.62,1.25,5/20/22,141,T,54,6.1NRT,299.69,11.4,D
-13.04578,131.82509,318.12,1.55,1.23,5/20/22,141,T,30,6.1NRT,301.21,12.01,D
-13.04664,131.81845,316.87,1.55,1.23,5/20/22,141,T,43,6.1NRT,301.56,10.54,D
-13.04842,131.83264,315.38,1.55,1.23,5/20/22,141,T,17,6.1NRT,300.67,8.25,D
-13.0944,131.84108,320.57,1.55,1.23,5/20/22,141,T,55,6.1NRT,300.38,19.11,D
-13.09805,131.86949,321.65,1.56,1.23,5/20/22,141,T,55,6.1NRT,300.27,20.09,D
-13.09989,131.88377,321.98,1.57,1.23,5/20/22,141,T,69,6.1NRT,300.95,21.04,D
-13.25087,132.98207,319.94,1.9,1.35,5/20/22,141,T,68,6.1NRT,299.82,24.14,D
-13.12206,131.88086,350.84,1.57,1.23,5/20/22,141,T,95,6.1NRT,301.9,105.37,D
-13.12393,131.89526,326.06,1.57,1.23,5/20/22,141,T,50,6.1NRT,301.78,26.53,D
-13.12581,131.90965,330.51,1.57,1.24,5/20/22,141,T,82,6.1NRT,301.9,36.88,D
-13.33133,133.52802,313.08,2.09,1.41,5/20/22,141,T,29,6.1NRT,296.42,14.36,D
-13.3337,133.54718,317.06,2.1,1.41,5/20/22,141,T,61,6.1NRT,298.03,24.28,D
-13.1933,132.34109,314.26,1.69,1.28,5/20/22,141,T,49,6.1NRT,299.98,10.71,D
-13.3341,133.54147,319.3,2.1,1.41,5/20/22,141,T,59,6.1NRT,297.17,28.15,D
-13.35643,132.95679,319.43,1.9,1.35,5/20/22,141,T,67,6.1NRT,299.98,23.49,D
-13.33669,131.59157,325.15,1.5,1.21,5/20/22,141,T,55,6.1NRT,303.22,21.31,D
-13.28524,130.90057,318.68,1.35,1.15,5/20/22,141,T,28,6.1NRT,301.59,11.39,D
-13.32506,130.88289,323.27,1.35,1.15,5/20/22,141,T,66,6.1NRT,301.02,17.62,D
-13.51958,132.40257,322.1,1.73,1.29,5/20/22,141,T,71,6.1NRT,299.69,26.24,D
-13.33114,130.77032,314.66,1.33,1.14,5/20/22,141,T,51,6.1NRT,300.05,8.55,D
-13.41186,131.38174,316.9,1.46,1.19,5/20/22,141,T,52,6.1NRT,301.46,9.85,D
-13.36194,130.7662,325.01,1.33,1.14,5/20/22,141,T,52,6.1NRT,301.19,19.71,D
-13.36359,130.77838,322.44,1.33,1.14,5/20/22,141,T,26,6.1NRT,301.37,15.99,D
-13.37064,130.77147,330.09,1.33,1.14,5/20/22,141,T,74,6.1NRT,301.32,29.44,D
-13.37932,130.75792,332,1.33,1.14,5/20/22,141,T,79,6.1NRT,300.29,32.48,D
-13.38091,130.77005,321.5,1.33,1.14,5/20/22,141,T,14,6.1NRT,300.53,14.74,D
-13.73741,133.5471,318.37,2.13,1.42,5/20/22,141,T,65,6.1NRT,298.71,26.97,D
-13.80614,133.57933,315.53,2.15,1.42,5/20/22,141,T,56,6.1NRT,299.4,15.99,D
-13.80788,133.5925,317.62,2.15,1.43,5/20/22,141,T,63,6.1NRT,299.7,21.74,D
-13.49035,130.5894,316.58,1.3,1.13,5/20/22,141,T,59,6.1NRT,302.34,8.91,D
-13.62213,131.59067,317.74,1.52,1.22,5/20/22,141,T,62,6.1NRT,300.82,15.44,D
-13.72411,131.586,315.87,1.52,1.22,5/20/22,141,T,52,6.1NRT,300.88,9.31,D
-13.7897,132.00432,335.26,1.63,1.26,5/20/22,141,T,86,6.1NRT,303.64,47.85,D
-13.81082,132.07832,328.76,1.65,1.26,5/20/22,141,T,80,6.1NRT,303.17,35.19,D
-13.81281,132.09361,319.37,1.66,1.27,5/20/22,141,T,57,6.1NRT,302.14,13.78,D
-13.78846,131.99821,325.83,1.63,1.26,5/20/22,141,T,76,6.1NRT,303.51,23.39,D
-13.79029,132.01321,324.7,1.64,1.26,5/20/22,141,T,66,6.1NRT,303.13,21.76,D
-13.80161,132.01176,324.11,1.64,1.26,5/20/22,141,T,66,6.1NRT,303.32,20.75,D
-13.80904,132.07227,319.53,1.65,1.26,5/20/22,141,T,66,6.1NRT,303.21,14.97,D
-13.81091,132.08755,327.87,1.66,1.27,5/20/22,141,T,79,6.1NRT,302.33,33.6,D
-14.22658,135.18336,317.18,2.9,1.62,5/20/22,141,T,60,6.1NRT,294.16,35.64,D
-14.08995,131.85051,329.05,1.61,1.25,5/20/22,141,T,66,6.1NRT,301.67,32.9,D
-14.09558,131.80489,338.29,1.6,1.24,5/20/22,141,T,88,6.1NRT,302.43,60.34,D
-14.10117,131.84903,323.16,1.61,1.25,5/20/22,141,T,34,6.1NRT,302.61,19.83,D
-14.10307,131.86401,329.67,1.61,1.25,5/20/22,141,T,80,6.1NRT,302.33,36.55,D
-14.11241,131.8477,323.72,1.61,1.25,5/20/22,141,T,51,6.1NRT,302.67,20.63,D
-14.04763,130.4893,318.32,1.3,1.13,5/20/22,141,T,36,6.1NRT,303.23,8.38,D
-14.06347,130.38449,327.86,1.28,1.12,5/20/22,141,T,76,6.1NRT,305.32,20.23,D
-14.09157,130.60034,321.27,1.32,1.14,5/20/22,141,T,45,6.1NRT,303.88,11.89,D
-14.07358,130.3831,320.8,1.28,1.12,5/20/22,141,T,57,6.1NRT,303.15,9.15,D
-14.42847,133.12419,318.18,2.02,1.39,5/20/22,141,T,55,6.1NRT,300.49,17.87,D
-14.4307,133.14281,326.51,2.03,1.39,5/20/22,141,T,76,6.1NRT,300.07,42.18,D
-14.12775,130.55817,346.23,1.32,1.14,5/20/22,141,T,93,6.1NRT,303.06,65.44,D
-14.12936,130.57031,340.51,1.32,1.14,5/20/22,141,T,89,6.1NRT,303.87,49.72,D
-14.24986,130.7095,318.49,1.35,1.15,5/20/22,141,T,60,6.1NRT,301.19,12.48,D
-14.29935,130.70964,315.48,1.35,1.15,5/20/22,141,T,49,6.1NRT,301.29,8.5,D
-14.31576,130.59412,322.06,1.33,1.14,5/20/22,141,T,52,6.1NRT,302.48,15.58,D
-14.31738,130.60637,361.67,1.33,1.14,5/20/22,141,T,100,6.1NRT,305.57,123.31,D
-14.319,130.61864,329.34,1.34,1.15,5/20/22,141,T,56,6.1NRT,304.6,25.34,D
-14.32063,130.63103,332.31,1.34,1.15,5/20/22,141,T,83,6.1NRT,303.63,32.5,D
-14.32227,130.64343,324.98,1.34,1.15,5/20/22,141,T,72,6.1NRT,301.73,19.21,D
-14.32931,130.61734,330,1.34,1.15,5/20/22,141,T,74,6.1NRT,300.99,28.59,D
-14.33095,130.62968,321.99,1.34,1.15,5/20/22,141,T,40,6.1NRT,301.18,14.7,D
-14.25454,129.52954,316.03,1.16,1.07,5/20/22,141,T,40,6.1NRT,302.57,8.23,D
-14.25744,129.5509,322.93,1.16,1.07,5/20/22,141,T,73,6.1NRT,301.19,16.85,D
-14.47772,130.88556,324.99,1.4,1.17,5/20/22,141,T,76,6.1NRT,303.65,17.94,D
-14.4829,130.87881,322.54,1.4,1.17,5/20/22,141,T,49,6.1NRT,304.36,14.82,D
-14.60961,131.89966,324.28,1.65,1.26,5/20/22,141,T,44,6.1NRT,303.26,23.32,D
-14.49175,130.8644,346.6,1.39,1.17,5/20/22,141,T,93,6.1NRT,304.51,72.92,D
-14.4934,130.8773,343.74,1.4,1.17,5/20/22,141,T,91,6.1NRT,303.66,63.91,D
-14.64371,131.89536,332.96,1.65,1.26,5/20/22,141,T,83,6.1NRT,302.09,46.38,D
-14.6456,131.91055,328.28,1.65,1.26,5/20/22,141,T,77,6.1NRT,303.48,33.27,D
-14.65699,131.90916,319.14,1.65,1.26,5/20/22,141,T,52,6.1NRT,302.85,15.83,D
-14.44501,129.43649,317.83,1.15,1.07,5/20/22,141,T,50,6.1NRT,305.83,10.34,D
-14.13103,126.47054,327.82,1.01,1.01,5/20/22,141,T,77,6.1NRT,304.27,16.6,D
-14.4078,126.59893,326.78,1.01,1,5/20/22,141,T,76,6.1NRT,305.47,14.11,D
-14.40917,126.60818,321.12,1.01,1,5/20/22,141,T,59,6.1NRT,305.47,7.76,D
-14.43404,126.58891,316.49,1.01,1,5/20/22,141,T,47,6.1NRT,303.52,5.55,D
-14.67063,127.96475,381.19,1.02,1.01,5/20/22,141,T,100,6.1NRT,308.09,152.56,D
-14.67198,127.97422,401.52,1.03,1.01,5/20/22,141,T,100,6.1NRT,315.91,259.49,D
-14.67332,127.9837,344.89,1.03,1.01,5/20/22,141,T,92,6.1NRT,307.6,41.54,D
-14.68107,127.97288,372.73,1.03,1.01,5/20/22,141,T,100,6.1NRT,307.92,117.27,D
-14.68242,127.98237,360.39,1.03,1.01,5/20/22,141,T,100,6.1NRT,309.54,77.44,D
-14.69016,127.97157,326.82,1.03,1.01,5/20/22,141,T,54,6.1NRT,305.93,13.07,D
-14.52788,126.72586,322.23,1,1,5/20/22,141,T,62,6.1NRT,305.72,9.44,D
-14.73097,128.06232,326.11,1.03,1.01,5/20/22,141,T,75,6.1NRT,306.25,14.75,D
-14.47352,126.17645,317.75,1.02,1.01,5/20/22,141,T,55,6.1NRT,303.52,6.75,D
-14.83353,126.42689,350.32,1.01,1,5/20/22,143,T,95,6.1NRT,305.2,53.79,D
-14.83491,126.43618,345.86,1.01,1,5/20/22,143,T,92,6.1NRT,305.43,43.52,D
-14.83629,126.44547,326.69,1.01,1,5/20/22,143,T,76,6.1NRT,304.59,14.08,D
-14.8453,126.44413,326.66,1.01,1,5/20/22,143,T,76,6.1NRT,304.26,13.69,D
-14.84667,126.45341,323.12,1.01,1,5/20/22,143,T,70,6.1NRT,304.15,9.64,D
-15.05067,127.85524,327.83,1.02,1.01,5/20/22,143,T,77,6.1NRT,307.31,14.37,D
-15.05202,127.86471,322.59,1.02,1.01,5/20/22,143,T,34,6.1NRT,306.67,7.45,D
-15.38673,129.22612,320.39,1.15,1.07,5/20/22,143,T,64,6.1NRT,305.09,10.17,D
-15.39489,129.21413,318.44,1.15,1.07,5/20/22,143,T,57,6.1NRT,303.95,7.85,D
-15.03627,126.2434,323.33,1.01,1.01,5/20/22,143,T,65,6.1NRT,303.84,11.02,D
-15.27033,127.85214,317.83,1.03,1.01,5/20/22,143,T,54,6.1NRT,304.33,5.83,D
-14.98758,125.79772,322.04,1.03,1.02,5/20/22,143,T,69,6.1NRT,302.92,12.22,D
-14.98904,125.80729,323.77,1.03,1.02,5/20/22,143,T,72,6.1NRT,301.55,14.16,D
-15.05152,126.22194,321.82,1.01,1.01,5/20/22,143,T,47,6.1NRT,304.09,9,D
-15.00391,125.84395,314.67,1.03,1.01,5/20/22,143,T,25,6.1NRT,300.57,5.02,D
-15.2637,127.54541,324.82,1.01,1.01,5/20/22,143,T,65,6.1NRT,304.93,10.16,D
-15.26505,127.55479,323.55,1.01,1.01,5/20/22,143,T,57,6.1NRT,305.47,8.19,D
-15.28215,127.6097,321.96,1.01,1.01,5/20/22,143,T,67,6.1NRT,306.48,6.26,D
-15.04367,125.79868,314.88,1.03,1.02,5/20/22,143,T,33,6.1NRT,301.83,5.11,D
-15.02653,125.51003,317.64,1.05,1.02,5/20/22,143,T,59,6.1NRT,301,7.9,D
-15.0835,125.88371,314.71,1.03,1.01,5/20/22,143,T,31,6.1NRT,301.98,5.5,D
-15.34863,127.68993,322.76,1.02,1.01,5/20/22,143,T,69,6.1NRT,306.88,6.84,D
-15.11126,125.82108,315.74,1.03,1.01,5/20/22,143,T,41,6.1NRT,302.43,5.81,D
-15.07245,125.50272,324.78,1.05,1.02,5/20/22,143,T,74,6.1NRT,301.76,15.62,D
-15.13972,125.52506,317.28,1.05,1.02,5/20/22,143,T,59,6.1NRT,300.66,9.19,D
-15.26088,126.08125,336.73,1.02,1.01,5/20/22,143,T,86,6.1NRT,304.96,28.7,D
-15.26228,126.09061,322.24,1.02,1.01,5/20/22,143,T,70,6.1NRT,303.32,10.11,D
-15.39913,127.01865,324.41,1,1,5/20/22,143,T,72,6.1NRT,303.46,11.9,D
-15.40048,127.02789,333.81,1,1,5/20/22,143,T,83,6.1NRT,305.33,23.09,D
-15.40183,127.03715,339.94,1,1,5/20/22,143,T,88,6.1NRT,305.45,31.22,D
-15.40318,127.04641,327.17,1,1,5/20/22,143,T,59,6.1NRT,304.4,13.15,D
-15.41351,127.05431,328.91,1,1,5/20/22,143,T,65,6.1NRT,306.48,15.86,D
-15.41621,127.07284,331.19,1,1,5/20/22,143,T,63,6.1NRT,306.31,16.77,D
-15.42192,127.04712,348,1,1,5/20/22,143,T,93,6.1NRT,302.73,49.05,D
-15.42327,127.05639,396.03,1,1,5/20/22,143,T,100,6.1NRT,311.85,221.66,D
-15.42461,127.06566,393.28,1,1,5/20/22,143,T,100,6.1NRT,314.61,205.13,D
-15.42595,127.07492,342.44,1,1,5/20/22,143,T,90,6.1NRT,308.08,36.9,D
-15.42729,127.08419,320.86,1,1,5/20/22,143,T,53,6.1NRT,305.8,7.7,D
-15.42014,126.97173,336.92,1,1,5/20/22,143,T,86,6.1NRT,302.5,27.69,D
-15.42149,126.98097,362.73,1,1,5/20/22,143,T,100,6.1NRT,304.9,83.37,D
-15.42283,126.99023,325.93,1,1,5/20/22,143,T,75,6.1NRT,301.69,13.3,D
-15.43359,127.0643,337.35,1,1,5/20/22,143,T,86,6.1NRT,303.55,28.74,D
-15.43494,127.07356,334.35,1,1,5/20/22,143,T,84,6.1NRT,304.69,24.12,D
-15.43628,127.08283,319.7,1,1,5/20/22,143,T,49,6.1NRT,303.95,6.54,D
-15.42373,126.93336,318.83,1,1,5/20/22,143,T,42,6.1NRT,302.16,6.19,D
-15.42912,126.97038,321.09,1,1,5/20/22,143,T,62,6.1NRT,302.9,8.4,D
-15.43047,126.97962,341.77,1,1,5/20/22,143,T,90,6.1NRT,303.57,36.68,D
-15.43001,126.9135,318.42,1,1,5/20/22,143,T,41,6.1NRT,303.23,6.05,D
-15.47895,127.12376,341.94,1,1,5/20/22,143,T,90,6.1NRT,305.5,35.93,D
-15.48029,127.13303,323.49,1,1,5/20/22,143,T,71,6.1NRT,304.7,10.35,D
-15.48793,127.1224,341.94,1,1,5/20/22,143,T,90,6.1NRT,304.51,35.22,D
-15.48928,127.13168,344.8,1,1,5/20/22,143,T,92,6.1NRT,305.24,40.44,D
-15.49063,127.14096,327.69,1,1,5/20/22,143,T,77,6.1NRT,304.17,14.98,D
-15.48684,126.23808,322.74,1.01,1,5/20/22,143,T,70,6.1NRT,302.61,11.25,D
-15.63513,127.24916,323.76,1.01,1,5/20/22,143,T,71,6.1NRT,304.44,11.67,D
-15.63647,127.25848,320.03,1.01,1,5/20/22,143,T,54,6.1NRT,303.71,7.31,D
-15.65544,127.19863,318.39,1,1,5/20/22,143,T,57,6.1NRT,302.74,5.55,D
-15.66751,127.28242,319.38,1.01,1,5/20/22,143,T,50,6.1NRT,304.13,5,D
-15.67436,127.13877,316.02,1,1,5/20/22,143,T,40,6.1NRT,301.84,4.99,D
-15.68916,127.24111,321.15,1.01,1,5/20/22,143,T,13,6.1NRT,305.35,6.49,D
-15.69185,127.25975,324.38,1.01,1,5/20/22,143,T,60,6.1NRT,303.78,10.24,D
-15.69143,127.19321,356.34,1,1,5/20/22,143,T,98,6.1NRT,305.96,65.34,D
-15.69278,127.20251,332.74,1,1,5/20/22,143,T,82,6.1NRT,305.32,20.18,D
-15.69412,127.21181,342.81,1.01,1,5/20/22,143,T,90,6.1NRT,305.32,36.37,D
-15.69547,127.22111,343.18,1.01,1,5/20/22,143,T,90,6.1NRT,304.6,36.72,D
-15.69681,127.23043,325.47,1.01,1,5/20/22,143,T,50,6.1NRT,303.95,11.11,D
-15.69909,127.18257,320.36,1,1,5/20/22,143,T,46,6.1NRT,305.21,7.18,D
-15.70044,127.19187,339.58,1,1,5/20/22,143,T,88,6.1NRT,305.74,30.97,D
-15.70178,127.20117,332.52,1,1,5/20/22,143,T,82,6.1NRT,305.33,19.19,D
-15.69325,127.07897,322.85,1,1,5/20/22,143,T,68,6.1NRT,303.69,9.29,D
-15.6946,127.08825,340.93,1,1,5/20/22,143,T,89,6.1NRT,304.11,34.35,D
-15.69595,127.09754,325.95,1,1,5/20/22,143,T,71,6.1NRT,302.87,13.19,D
-15.71213,127.20914,328.43,1.01,1,5/20/22,143,T,69,6.1NRT,304.71,15.03,D
-15.72151,127.21069,323.95,1.01,1,5/20/22,143,T,69,6.1NRT,303.78,10.89,D
-15.72954,127.26662,349.73,1.01,1,5/20/22,143,T,94,6.1NRT,304.89,49.89,D
-15.73088,127.27595,344.86,1.01,1,5/20/22,143,T,91,6.1NRT,306.71,40.29,D
-15.63181,126.53242,317.06,1,1,5/20/22,143,T,34,6.1NRT,301.63,5.36,D
-15.73587,127.2466,327.22,1.01,1,5/20/22,143,T,59,6.1NRT,303.76,13.39,D
-15.73855,127.26527,322.15,1.01,1,5/20/22,143,T,57,6.1NRT,303.08,8.2,D
-15.73989,127.2746,337.8,1.01,1,5/20/22,143,T,87,6.1NRT,304.62,28.4,D
-15.89648,128.18558,321.48,1.06,1.03,5/20/22,143,T,55,6.1NRT,306.56,7.63,D
-15.63751,126.32259,322.88,1.01,1,5/20/22,143,T,71,6.1NRT,304.26,10.38,D
-15.7598,127.15738,323.63,1,1,5/20/22,143,T,71,6.1NRT,303.05,10.58,D
-15.55739,125.60196,327.41,1.04,1.02,5/20/22,143,T,78,6.1NRT,297.91,18.6,D
-15.78545,127.144,322.35,1,1,5/20/22,143,T,58,6.1NRT,305.08,9.14,D
-15.78679,127.1533,322.94,1,1,5/20/22,143,T,70,6.1NRT,303.91,10.89,D
-15.7931,127.13335,331.69,1,1,5/20/22,143,T,78,6.1NRT,304.88,19.18,D
-15.79445,127.14265,331.42,1,1,5/20/22,143,T,75,6.1NRT,304.06,19.14,D
-15.80002,127.11678,323.29,1,1,5/20/22,143,T,70,6.1NRT,303.17,11.62,D
-15.80137,127.1261,326.25,1,1,5/20/22,143,T,75,6.1NRT,303.23,15.42,D
-15.71076,126.38125,316.27,1,1,5/20/22,143,T,45,6.1NRT,302.96,5.64,D
-15.71975,126.37986,323.68,1,1,5/20/22,143,T,73,6.1NRT,303.43,13.12,D
-15.48643,124.65992,318.77,1.12,1.05,5/20/22,143,T,55,6.1NRT,301.07,9.25,D
-15.88051,127.22849,325.93,1.01,1,5/20/22,143,T,74,6.1NRT,305.72,13.26,D
-15.88186,127.23782,340.12,1.01,1,5/20/22,143,T,88,6.1NRT,306.37,32.02,D
-15.88321,127.24716,329.91,1.01,1,5/20/22,143,T,79,6.1NRT,305.13,16.51,D
-15.89087,127.23647,342.58,1.01,1,5/20/22,143,T,90,6.1NRT,307.68,35.97,D
-15.89222,127.2458,343.01,1.01,1,5/20/22,143,T,90,6.1NRT,307.57,36.5,D
-15.89357,127.25515,321.42,1.01,1,5/20/22,143,T,53,6.1NRT,305.96,6.43,D
-15.95392,127.61102,324.14,1.02,1.01,5/20/22,143,T,71,6.1NRT,304.65,11.83,D
-15.75806,126.08137,371.4,1.01,1.01,5/20/22,143,T,100,6.1NRT,305.8,114.59,D
-15.75946,126.09072,385.31,1.01,1.01,5/20/22,143,T,100,6.1NRT,308.98,170.27,D
-15.76086,126.10007,369.63,1.01,1.01,5/20/22,143,T,100,6.1NRT,306.88,106.27,D
-15.76226,126.10942,354.92,1.01,1,5/20/22,143,T,97,6.1NRT,305.9,63.9,D
-15.77343,126.18415,323.54,1.01,1,5/20/22,143,T,67,6.1NRT,304.54,10.87,D
-15.76988,126.09867,322.29,1.01,1.01,5/20/22,143,T,56,6.1NRT,300.81,10.08,D
-15.77128,126.10802,333.09,1.01,1,5/20/22,143,T,83,6.1NRT,301.85,23.61,D
-15.77268,126.11737,324.54,1.01,1,5/20/22,143,T,74,6.1NRT,302.94,12.36,D
-15.95637,127.37318,328.72,1.01,1.01,5/20/22,143,T,72,6.1NRT,306.72,14.86,D
-15.96271,127.35303,322.78,1.01,1.01,5/20/22,143,T,68,6.1NRT,305.96,8.2,D
-15.98691,127.52243,320.87,1.02,1.01,5/20/22,143,T,47,6.1NRT,305.15,7.02,D
-15.82262,126.32908,340.58,1,1,5/20/22,143,T,89,6.1NRT,302.85,34.46,D
-15.824,126.33838,359.3,1,1,5/20/22,143,T,99,6.1NRT,305.27,74.79,D
-15.97174,127.35167,332.7,1.01,1.01,5/20/22,143,T,82,6.1NRT,306.06,20.19,D
-15.97309,127.36106,374.22,1.01,1.01,5/20/22,143,T,100,6.1NRT,310.09,119.88,D
-15.97443,127.37046,336.65,1.01,1.01,5/20/22,143,T,86,6.1NRT,307.38,25.5,D
-15.66201,124.97423,318.13,1.08,1.04,5/20/22,143,T,65,6.1NRT,301.32,9.22,D
-15.90411,126.44354,320.26,1,1,5/20/22,143,T,65,6.1NRT,304.39,8.33,D
-15.90822,126.47138,337.88,1,1,5/20/22,143,T,87,6.1NRT,304.33,29.86,D
-15.90959,126.48066,337.27,1,1,5/20/22,143,T,87,6.1NRT,306.14,28.77,D
